id	utterance	slot_labels	intent
45	philadelphia ' dan butun ucuslar ve fiyatlar	B-fromloc.city_name O O O O O O	atis_airfare
46	dallas ' tan denver ' a gidis donus first class fiyati ne	B-fromloc.city_name O O B-toloc.city_name O O B-round_trip O B-class_type I-class_type O O	atis_airfare
53	denver ' dan pittsburgh ' a en ucuz bilet ne	B-fromloc.city_name O O B-toloc.city_name O O B-cost_relative I-cost_relative B-round_trip I-round_trip	atis_airfare
54	bir agustos ' a tlanta ' dan philadelphia ' ya butun ucuslarin bilet fiyatlarini listele lutfen	B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O O O O O O O O	atis_airfare
57	boston ile washington arasinda birinci sinif gidis donus ucreti ne kadardir	B-fromloc.city_name O B-toloc.city_name O B-class_type I-class_type B-round_trip O O O O	atis_airfare
61	atlanta ' dan boston ' a tek yon en ucuz fiyat ne	B-fromloc.city_name O O B-toloc.city_name O O B-round_trip I-round_trip B-cost_relative I-cost_relative O O	atis_airfare
62	baltimore ' dan denver ' a birinci sinif ucus ucretini ogrenmek istiyorum	B-fromloc.city_name O O B-toloc.city_name O O B-class_type I-class_type O O O O	atis_airfare
73	indianapolis ' ten memphis ' e birinci sinif gidis donus tarife	B-fromloc.city_name O O B-toloc.city_name O O B-class_type I-class_type B-round_trip O O	atis_airfare
76	baltimore ' dan dallas ' a olan first class ucuslari tekrar goster	B-fromloc.city_name O O B-toloc.city_name O O O B-class_type I-class_type O O O	atis_airfare
167	indianapolis ' ten seattle ' a en ucus fiyat	B-fromloc.city_name O O B-toloc.city_name O O B-cost_relative O O	atis_airfare
191	baltimore ' dan philadelphia ' ya 1000 dolarin altinda gidis donus bilet fiyatlari	B-fromloc.city_name O O B-toloc.city_name O O B-fare_amount O B-cost_relative B-round_trip O O O	atis_airfare
327	bana dallas ' tan baltimore ' a en ucuz fiyatlari goster	O B-fromloc.city_name O O B-toloc.city_name O O B-cost_relative I-cost_relative O O	atis_airfare
393	persembe gunleri pittsburgh ' dan atlanta ' ya ilk ucuslar ve tarifeleri	B-depart_date.day_name O B-fromloc.city_name O O B-toloc.city_name O O B-flight_mod O O O	atis_flight airfare
396	indianapolis ' ten orlando ' ya 27 aralik icin ucus ve tarifelerini ver	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_number B-depart_date.month_name O O O O O	atis_flight airfare
422	cincinnati ' den tampa ' ya en kisa sabah ucuslari	B-fromloc.city_name O O B-toloc.city_name O O B-flight_mod I-flight_mod B-depart_time.period_of_day O	atis_flight
423	houston ' dan dallas ' a en son ucus ne	B-fromloc.city_name O O B-toloc.city_name O O O B-flight_mod O O	atis_flight
424	sali aksami charlotte ' dan newark ' a ucus var mi	B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
425	boston ' dan atlanta ' ya haftanin herhangi bir gunu en erken ucusu bul	B-fromloc.city_name O O B-toloc.city_name O O O O O B-flight_mod I-flight_mod I-flight_mod I-flight_mod O	atis_flight
434	miami ' den new york ' a tower air ile cumartesi donus	B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O B-airline_name I-airline_name O B-depart_date.day_name O	atis_flight
446	newark ' dan tampa ' ya cuma gunku ucuslar	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name O O	atis_flight
450	atlanta ' dan 7 agustos ' ta kalkip denver ' a varan en gec ucusu bul	B-fromloc.city_name O O B-depart_date.day_number B-depart_date.month_name O O O B-toloc.city_name O O B-flight_mod I-flight_mod I-flight_mod O O	atis_flight
451	los angeles ' tan pittsburgh ' a pazartesi aksam olan ucuslari goster	B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day O O O	atis_flight
454	boston ' dan denver ' a carsamba ogleden once varan en kisa ucuslari goster	B-fromloc.city_name O O B-toloc.city_name O O B-arrive_date.day_name B-arrive_time.time B-arrive_time.time_relative O B-flight_mod I-flight_mod O O	atis_flight
455	orlando ' dan kansas city ' ye olan ucuslar neler	B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O O O O	atis_flight
457	new york city ' den las vegas ' a pazar ucuslari	B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O	atis_flight
458	pittsburgh ' dan new york ' a ogleden sonra 5 ' ye kalkan bir ucusa ihtiyacim var	B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O O O B-depart_time.time O O O O O O O	atis_flight
461	denver ' dan atlanta ' ya ucus bir sey bakiyorum	B-fromloc.city_name O O B-toloc.city_name O O B-flight_mod O O O	atis_flight
462	miami ' den jfk ' e butun ucuslari goster	B-fromloc.city_name O O B-toloc.airport_code O O O O O	atis_flight
466	denver ' dan atlanta ' ya tek yon olan en ucuz ucuslar neler	B-fromloc.city_name O O B-toloc.city_name O O O B-round_trip I-round_trip B-cost_relative I-cost_relative O O	atis_flight
467	boston ' dan washington dc ' ye 11 kasim ogleden sonra 5 ' ten sonraki butun ekonomi sinifi ucuslar	B-fromloc.city_name O O B-toloc.city_name B-toloc.state_code O O B-depart_date.day_number B-depart_date.month_name B-depart_time.time_relative I-depart_time.time_relative B-depart_time.time O O O O B-economy I-economy O	atis_flight
469	denver ' dan oakland ' a en ucuz ucma yolu ne	B-fromloc.city_name O O B-toloc.city_name O O B-cost_relative I-cost_relative O O O	atis_flight
471	orlando ' dan cleveland ' a aksam gec bir saatte ucmak us air istiyorum musait ne var	B-fromloc.city_name O O B-toloc.city_name O O B-depart_time.period_of_day B-depart_time.period_mod O O O B-airline_name I-airline_name O O O O	atis_flight
472	baltimore ' dan boston ' a en son ucuslar neler	B-fromloc.city_name O O B-toloc.city_name O O O B-flight_mod O O	atis_flight
474	boston ' dan philadephia ' a sali ogleden sonra gozuken butun ucuslar	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day O O O O	atis_flight
476	seattle ' dan denver ' a duraklamasiz ucuslar	B-fromloc.city_name O O B-toloc.city_name O O B-flight_stop O	atis_flight
479	boston ' dan oakland ' a united airlines kullanan butun gunluk ucuslari listele	B-fromloc.city_name O O B-toloc.city_name O O B-airline_name I-airline_name O O B-flight_days O O	atis_flight
484	memphis ' den seattle ' a butun ucuslari listele	B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
489	boston ' dan dallas ' a temmuz yedi aksam ayrilan en son ucuslar neler	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number B-depart_time.period_of_day O O B-flight_mod O O	atis_flight
491	simdi bana denver ' dan atlanta ' ya ucuslari goster	O O B-fromloc.city_name O O B-toloc.city_name O O O O	atis_flight
493	atlanta ' dan denver ' a gidis donus olan en ucuz ucuslar neler	B-toloc.city_name O O B-fromloc.city_name O O B-round_trip I-round_trip O B-cost_relative I-cost_relative O O	atis_flight
494	atlanta ' dan dallas ' a olan ucuslar neler	B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
498	bana salt lake city ' den phoenix ' e olan son ucusu goster	O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O O O B-flight_mod O O	atis_flight
499	bana pittsburgh ' dan ogleden sonra 12 ve 4 arasi ayrilan eastern airlines ucuslarini goster	O B-fromloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.start_time O B-depart_time.end_time O O B-airline_name I-airline_name O O	atis_flight
501	newark ' dan boston ' a ucuslar	B-fromloc.city_name O O B-toloc.city_name O O O	atis_flight
502	atlanta ' dan boston ' a eylul bes persembe ayrilan ilk ucus ne	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number B-depart_date.day_name O B-flight_mod O O	atis_flight
503	denver aktarmali butun united havayollari ucuslari	B-stoploc.city_name O O B-airline_name O O	atis_flight
504	carsamba sabah boston ' dan denver ' a ucuslari goster	B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name O O B-toloc.city_name O O O O	atis_flight
505	bana indianapolis ' ten houston ' a 11 am civarinda varan twa ucuslarini goster	O B-fromloc.city_name O O B-toloc.city_name O O B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O B-airline_code O O	atis_flight
508	denver ' dan atlanta ' ya mumkunse pittsburgh uzerinden gidis donus seyahat etmek istiyorum	B-fromloc.city_name O O B-toloc.city_name O O O B-stoploc.city_name O B-round_trip O O O O	atis_flight
512	bana baltimore ' dan dallas ' a butun ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
513	denver ' dan pittsburgh ' a en ucuz gidis donus ucuslari gosterebilir misin	B-fromloc.city_name O O B-toloc.city_name O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O O	atis_flight
515	bana boston ' dan atlanta ' ya olan ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
517	boston ' dan dallas fort worth ' e 5 pm ' den once hangi ucuslar	B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-arrive_time.time I-arrive_time.time O O B-arrive_time.time_relative O O	atis_flight
519	agustos 6 aksami pittsburgh ' dan atlanta ' ya ucuslari listele	B-depart_date.month_name B-depart_date.day_number B-depart_time.period_of_day B-fromloc.city_name O O B-toloc.city_name O O O O	atis_flight
520	boston ' dan denver ' a sabah erkenden ucmak istiyorum	B-fromloc.city_name O O B-toloc.city_name O O B-depart_time.period_of_day B-depart_time.period_mod O O	atis_flight
522	bana columbus ' tan baltimore ' a olan ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
523	ve oakland ' dan boston ' a gece yarisindan sonra kalkan ucus	O B-fromloc.city_name O O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_time.time_relative O O	atis_flight
536	dallas ' tan denver ' a 3 pm ' den sonra ayrilan hangi ucuslar gider	B-fromloc.city_name O O B-toloc.city_name O O B-depart_time.time I-depart_time.time O O B-depart_time.time_relative O O O O	atis_flight
537	merhaba atlanta ' dan boston ' a bir delta ucusu istiyorum	O B-fromloc.city_name O O B-toloc.city_name O O O B-airline_name O O	atis_flight
545	cuma gunu atlanta ' dan dallas ' a butun ucuslari listele	B-depart_date.day_name O B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
548	new york ' tan toronto ' ya persembe sabah	B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day	atis_flight
549	miami ' den indianapolis ' e en ucuz ucus	B-fromloc.city_name O O B-toloc.city_name O O B-cost_relative I-cost_relative O	atis_flight
553	tamam denver ' dan pittsburgh ' a ucmak istiyorum	O B-fromloc.city_name O O B-toloc.city_name O O O O	atis_flight
557	new york ' dan montreal kanada ' ya persembe sabah kalkan ucuslarin listesine ihtiyacim var	B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name B-toloc.country_name O O B-depart_date.day_name B-depart_time.period_of_day O O O O O	atis_flight
558	bana philadelphia ' dan newark ' a olan ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
560	denver ' dan atlanta ' ya pittsburgh yoluyla ucmak istiyorum	B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O O O	atis_flight
563	boston ' dan kalkan ucak	B-fromloc.city_name O O O O	atis_flight
567	phoenix ' ten milwaukee ' ye ne ucuslar var	B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
569	denver ' dan oakland ' a saat 12 ' den sonra varan ucuslari goster	B-fromloc.city_name O O B-toloc.city_name O O B-arrive_time.time I-arrive_time.time O O B-arrive_time.time_relative O O O	atis_flight
570	boston ' dan atlanta ' ya haftanin herhangi bir gunu en erken ucusu bul	B-fromloc.city_name O O B-toloc.city_name O O O O O B-flight_mod I-flight_mod I-flight_mod I-flight_mod O	atis_flight
571	bana denver ' dan philadelphia ' ya onumuzdeki cumartesi ogleden sonra kalkan butun ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.date_relative B-depart_date.day_name B-depart_time.period_of_day I-depart_time.period_of_day O O O O	atis_flight
572	atlanta ' dan baltimore denver ve dallas ' a olan ucuslari goster	B-fromloc.city_name O O B-toloc.city_name B-toloc.city_name O B-toloc.city_name O O O O O	atis_flight
573	tek yon	B-round_trip I-round_trip	atis_flight
575	atlanta ' dan boston ' a ucuslarin listesini verebilir misin	B-fromloc.city_name O O B-toloc.city_name O O O O O O	atis_flight
576	lutfen bana boston ' dan kalkip pittsburgh ' a giden ucuslarin listesini ver	O O B-fromloc.city_name O O O B-toloc.city_name O O O O O O	atis_flight
578	bana atlanta ' dan dallas ' a gidis donus 1100 dolardan az olan butun ucuslari goster	B-toloc.city_name I-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O O O B-round_trip I-round_trip I-round_trip B-cost_relative I-cost_relative O B-fare_amount I-fare_amount	atis_flight
579	denver ' dan philadelphia ' ya cumartesi hangi ucuslar doner	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name O O O	atis_flight
580	dallas ' tan houston ' a sabah ucuslari	B-fromloc.city_name O O B-toloc.city_name O O B-depart_time.period_of_day O	atis_flight
583	memphis ' ten las vegas ' a direkt pazar ucuslarini ver	B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O B-flight_stop B-depart_date.day_name O O	atis_flight
585	dallas ' tan milwaukee ' ye bir aksam ucusu istiyorum	B-fromloc.city_name O O B-toloc.city_name O O O B-depart_time.period_of_day O O	atis_flight
586	baltimore ' dan philadelphia ' ya tekrar bakalim	B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O O O O	atis_flight
589	bana love field ' a olan son ucusu goster	O B-toloc.airport_name I-toloc.airport_name O O O B-flight_mod O O	atis_flight
590	baltimore ' dan boston ' a alabilecegim en erken ucus ne	B-toloc.city_name O O B-fromloc.city_name O O O B-flight_mod I-flight_mod O O	atis_flight
594	bana baltimore ' dan columbus ' a olan ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
597	boston ' dan kalkip denver ' a giden continental havayollari ' nda bir ucus	B-fromloc.city_name O O O B-toloc.city_name O O O B-airline_name I-airline_name O O O O	atis_flight
598	las vegas ' tan phoenix ' e cumartesi ucuslari	B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name O	atis_flight
606	bana milwaukee orlando arasindaki butun gunluk ucuslari goster	O B-fromloc.city_name B-toloc.city_name O O B-flight_days O O	atis_flight
607	kansas city ' den atlanta ' ya pazartesi 10 am ' den once hangi ucuslar	B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O O B-arrive_date.day_name B-arrive_time.time I-arrive_time.time O O B-arrive_time.time_relative O O	atis_flight
608	philadelphia ' dan dallas icin ogleden once hangi american airlines ucuslari ayrilir	B-fromloc.city_name O O B-toloc.city_name O B-depart_time.time B-depart_time.time_relative O B-airline_name I-airline_name O O	atis_flight
611	atlanta ' dan philadelphia ' ya giden kahvalti hizmeti veren nelerin var	B-fromloc.city_name O O B-toloc.city_name O O O B-meal_description O O O O	atis_flight
616	atlanta ' dan american kalkislarini goster	B-fromloc.city_name O O B-airline_name O O	atis_flight
617	bana dallas ' dan baltimore ' a agustos ucte olan ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number O O O	atis_flight
618	general mitchell international ' da herhangi bir sehir yerinden hangi ucuslar	B-toloc.airport_name O O O O O O O O O O	atis_flight
621	general mitchell international ' daki butun inisleri ve kalkislari listele	B-airport_name I-airport_name O O O O O O O O	atis_flight
626	simdi fort worth ' ten kalkip onumuzdeki pazartesi saat 2 ' den once denver ' a varan bir ucusa ihtiyacim var	O B-fromloc.city_name I-fromloc.city_name O O O B-arrive_date.date_relative B-arrive_date.day_name B-arrive_time.time I-arrive_time.time O O B-arrive_time.time_relative B-toloc.city_name O O O O O O O	atis_flight
629	boston ' dan pittsburgh ' a sabah en erken ucus ne	B-fromloc.city_name O O B-toloc.city_name O O B-depart_time.period_of_day B-flight_mod I-flight_mod O O	atis_flight
631	pittsburgh ' dan atlanta ' ya olan en ucuz ucuslar neler	B-fromloc.city_name O O B-toloc.city_name O O O B-cost_relative I-cost_relative O O	atis_flight
633	bana pazartesi dallas ' dan pittsburgh ' a aksam saat 8 ' den sonra ayrilan butun ucuslari goster	O B-depart_date.day_name B-fromloc.city_name O O B-toloc.city_name O O O B-depart_time.time O O O B-depart_time.time_relative O O O O	atis_flight
638	pittsburgh ' dan kalkip denver ' a varan butun am ucuslari	B-fromloc.city_name O O O B-toloc.city_name O O O O O O	atis_flight
642	nashville ' den tacoma ' ya onumuzdeki iki gunde sabah olan ucuslar neler	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.date_relative O O B-depart_time.period_of_day O O O	atis_flight
645	united havayollari boston ' dan dallas fort worth ' e ucuyor mu	B-airline_name I-airline_name B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O O	atis_flight
646	cleveland ' dan kansas city ' e pazartesi ucuslari	B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O	atis_flight
648	tamam ve ondan sonra dort eylul ' de pittsburgh ' dan atlanta ' ta seyahat etmek istiyorum	O O O O B-depart_date.day_number B-depart_date.month_name O O B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
655	temmuz yirmi bes 1991 ' de pittsburgh ' tan baltimore ' a hangi ucuslar en az yolcu tasir	B-depart_date.month_name B-depart_date.day_number O B-depart_date.year O O B-fromloc.city_name O O B-toloc.city_name O O O O B-mod O O O	atis_flight
656	bana baltimore ' a saat 6 ' dan sonra olan ucuslari goster	O B-toloc.city_name O O O B-depart_time.time O O B-depart_time.time_relative O O O	atis_flight
662	bana dallas ' tan baltimore ' a olan ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
663	baltimore ' dan pittsburgh ' a ucuslari ver	B-fromloc.city_name O O B-toloc.city_name O O O O	atis_flight
676	burbank ' dan tacoma washington ' a bir ucus istiyorum	B-fromloc.city_name O O B-toloc.city_name B-toloc.state_name O O O O O	atis_flight
677	atlanta ' dan washington ' a hangi ucuslar	B-fromloc.city_name O O B-toloc.city_name O O O O	atis_flight
682	yirmi uc kasim ' da boston ve denver arasinda hangi ucular var	B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name O O B-fromloc.city_name O B-toloc.city_name O O O O	atis_flight
683	pazar gunu new york ' tan las vegas ' a duraklamasiz ucuslari listele ve pazar gunu memphis ' ten las vegas ' a duraklamasiz ucuslari listele	B-arrive_date.day_name O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O B-flight_stop O O O B-arrive_date.day_name O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O B-flight_stop O O	atis_flight
684	dallas ' tan baltimore ' a american ve delta havayollari ucuslarini goster	B-fromloc.city_name O O B-toloc.city_name O O B-airline_name O B-airline_name O O O	atis_flight
686	bana united airlines first class ucuslarini goster	O B-airline_name I-airline_name B-class_type I-class_type O O	atis_flight
689	dallas ve pittsburgh arasindaki temmuz sekiz olan ucuslar neler	B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O O	atis_flight
690	milwaukee ' den orlando ' ya persembe sabah olan ucuslari goster	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day O O O	atis_flight
691	boston ' dan dallas ' a mevcut olan ucuslar neler	B-fromloc.city_name O O B-toloc.city_name O O O O O O	atis_flight
692	boston ' dan 838 ' de ayrilmak istiyorum	B-fromloc.city_name O O B-depart_time.time O O O O	atis_flight
693	dallas ' tan atlanta ' ya sali gece ucuslari gosterebilir misin	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day O O O	atis_flight
695	havaalanindan tacoma sehir merkezine nasil gidebilirim	O B-toloc.city_name O O O O	atis_flight
696	charlotte ve baltimore arasi sali sabah ucuslari	B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O	atis_flight
697	atlanta ' dan washington ' a olan ucuslari goster	B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
700	bana new york ' tan milwaukee ' a saat 720 am ' de ayrilan northwest ucuslarini goster	O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O O O B-depart_time.time I-depart_time.time O O O B-airline_name O O	atis_flight
701	atlanta ve denver arasinda en ucuz ucma yolu ne	B-fromloc.city_name O B-toloc.city_name O B-cost_relative I-cost_relative O O O	atis_flight
703	atlanta ' dan pittsburgh ' a bir ucus istiyorum	B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
704	us 201	B-airline_code B-flight_number	atis_flight
717	bana baltimore ' dan newark ' a carsamba gunu olan en erken ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name O O B-flight_mod I-flight_mod O O	atis_flight
718	seattle ' dan chicago ' ya pazar ucuslarini goster	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name O O	atis_flight
719	pittsburgh ' tan kalkan oakland california ' ya varan ucuslar neler	B-fromloc.city_name O O O B-toloc.city_name B-toloc.state_name O O O O O	atis_flight
722	dallas ' tan atlanta ' ya olan ucuslari goster	B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
723	lutfen pazartesi gunu dallas ' tan oakland california ' ya butun ucuslari ver	O B-depart_date.day_name O B-fromloc.city_name O O B-toloc.city_name B-toloc.state_name O O O O O	atis_flight
724	boston ' dan denver ' a carsamba sabah mevcut olan ucuslar neler	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day O O O O	atis_flight
725	bana pittsburgh ' tan baltimore ' a olan haziran ondortte varan ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O O B-arrive_date.month_name B-arrive_date.day_number O O O	atis_flight
726	atlanta ' dan boston ' a 124 dolarlik sabah ucuslarini listele	B-fromloc.city_name O O B-toloc.city_name O O B-fare_amount O B-depart_time.period_of_day O O	atis_flight
727	bana denver ' dan philadelphia ' ya cumartesi olan ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name O O O	atis_flight
729	cleveland ' dan miami ' ye en ucuz american airlines ucusu ne	B-fromloc.city_name O O B-toloc.city_name O O B-cost_relative I-cost_relative B-airline_name I-airline_name O O	atis_flight
730	atlanta ' dan baltimore ' a pazartesi sabah olan ucuslari goster	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day O O O	atis_flight
731	pittsburgh ' tan baltimore ' a persembe sabah en erken ucus ne	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day B-flight_mod I-flight_mod O O	atis_flight
732	pittsburgh ' dan ayrilan denver ' a donen en son ucus ne	B-fromloc.city_name O O O B-toloc.city_name O O O O B-flight_mod O O	atis_flight
733	lufthansa boston ve oakland arasinda ucuyor mu	B-airline_name B-fromloc.city_name O B-toloc.city_name O O O	atis_flight
734	boston ' dan washington ' a temmuz onbeste ayrilan ucuslari goster	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number O O O	atis_flight
735	general mitchell international ' daki butun inisleri listele	B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name O O O O O	atis_flight
738	lutfen yirmi yedi temmuz ' da dallas fort worth ' den boston ' a ucuslari listele	O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O O O O	atis_flight
739	merhaba boston ' dan denver ' a american havayollari ile bir ucus planlamak istiyorum	O B-fromloc.city_name O O B-toloc.city_name O O B-airline_name I-airline_name O O O O O	atis_flight
749	philadelphia ' dan denver ' a cumartesi ne ucuslar var	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name O O O	atis_flight
750	carsamba gunu denver ' dan washington dc ' ye bir ucusa ihtiyacim var	B-depart_date.day_name O B-fromloc.city_name O O B-toloc.city_name B-toloc.state_code O O O O O O	atis_flight
751	bana columbus ' dan charlotte ' a olan ucuslari goster	O B-fromloc.city_name O O B-toloc.city_name O O O O O	atis_flight
752	oh bakalim eastern airline ' in atlanta ' dan washington ' a bir ucusu var mi	O O B-airline_name I-airline_name O O B-fromloc.city_name O O B-toloc.city_name O O O O O O	atis_flight
753	atlanta ' ya dallas ' a ogleden sonra ucuslari	B-fromloc.city_name O O B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day O	atis_flight
757	boston ' dan washington ' a pazartesi gunu icin bir ucus bul	B-fromloc.city_name O O B-toloc.city_name O O B-depart_date.day_name O O O O O	atis_flight
758	atlanta ' dan washington dc ' ye persembe gunu ogleden sonra 4 ' ten sonraki ve cuma gunu sabah 9 ' dan onceki ucuslar hakkinda bilgi ver	B-fromloc.city_name O O B-toloc.city_name B-toloc.state_code O O B-depart_date.day_name O O B-depart_time.time_relative B-depart_time.time O O O O O O O B-depart_time.time O O O O O O O	atis_flight
760	denver ' da yasiyorum ve pittsburgh ' a seyahat etmek istiyorum	B-fromloc.city_name O O O O B-toloc.city_name O O O O O	atis_flight
