id	utterance	slot_labels	intent
32	波士顿 和 旧金山 之间 最贵 的 头等舱 票价是多少	B-fromloc.city_name O B-toloc.city_name O B-cost_relative O B-class_type O	atis_airfare
33	从 匹兹堡 到 旧金山 的 往返 费用是多少	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
34	从 密尔沃基 到 旧金山 的 头等舱 往返 机票的价格是多少	O B-fromloc.city_name O B-toloc.city_name O B-class_type B-round_trip O	atis_airfare
35	明天 从 达拉斯 到 波士顿 的航班费用是多少	B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
36	从 波士顿 到 华盛顿 最便宜 的 往返 票价是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
37	从 丹佛 到 费城 往返 票价 低 于 1000 美元	O B-fromloc.city_name O B-toloc.city_name B-round_trip O B-cost_relative O B-fare_amount I-fare_amount	atis_airfare
38	周一 上午 从 洛杉矶 到 纽瓦克 的航班的票价是多少	B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
39	从 巴尔的摩 到 旧金山 的 头等舱 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
40	请告诉我从 丹佛 到 亚特兰大 的 往返 票价	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
41	1991 年 七月 二十五日 从 丹佛 到 波士顿 的票价是多少	B-depart_date.year I-depart_date.year B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
42	环球航空 从 波士顿 到 旧金山 的 商业舱 的价格是多少	B-airline_code O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
43	显示从 达拉斯 到 巴尔的摩 的 最便宜 的票价	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
44	从 印第安纳波利斯 到 西雅图 的 最便宜 的票价	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
45	费城 出发的所有票价和航班	B-fromloc.city_name O	atis_airfare
46	从 达拉斯 到 丹佛 的 往返 头等舱 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-round_trip B-class_type O	atis_airfare
47	从 巴尔的摩 到 费城 的 往返 票价在 1000 美元 以下	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O B-fare_amount I-fare_amount B-cost_relative	atis_airfare
48	从 巴尔的摩 到 旧金山 八月 三十日 周五 的 最便宜 的票价是多少	O B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number B-depart_date.day_name O B-cost_relative O	atis_airfare
49	我想要从 丹佛 到 亚特兰大 并在 匹兹堡 中途停留的机票	O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name O	atis_airfare
50	十一月 七日 从 丹佛 到 奥克兰 的 单程 票价是多少	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
51	从 波士顿 到 匹兹堡 最便宜 的 单程 票价是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
52	从 旧金山 到 巴尔的摩 最便宜 的票价是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O	atis_airfare
53	从 丹佛 到 匹兹堡 最便宜 的 单程 票价是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
54	请列出 八月 一日 从 亚特兰大 到 费城 的所有航班的票价	O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
55	奥克兰 和 亚特兰大 之间 往返 头等舱 票价是多少	B-fromloc.city_name O B-toloc.city_name O B-round_trip B-class_type O	atis_airfare
56	美国航空 928 次 航班从 达拉斯沃斯堡 到 波士顿 的票价是多少	B-airline_name B-flight_number I-flight_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
57	波士顿 和 华盛顿 之间的 往返 头等舱 票价是多少	B-fromloc.city_name O B-toloc.city_name O B-round_trip B-class_type O	atis_airfare
58	从 匹兹堡 到 费城 的 往返 航班票价 低 于 1000 美元	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O B-cost_relative O B-fare_amount I-fare_amount	atis_airfare
59	从 波士顿机场 到市中心需要多少钱	O B-fromloc.airport_name O	atis_airfare
60	显示从 圣地亚哥 到 迈阿密 直达 的 单程 票价	O B-fromloc.city_name O B-toloc.city_name B-flight_stop O B-round_trip O	atis_airfare
61	从 亚特兰大 到 波士顿 最便宜 的 单程 票价是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
62	我想知道从 巴尔的摩 到 丹佛 的航班 头等舱 的票价	O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
63	波士顿 和 旧金山 之间 最便宜 的票价是多少	B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
64	从 丹佛 到 亚特兰大 的 最低 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
65	乘坐 大陆航空 1291 次 航班从 达拉斯 到 旧金山 并 返回 的 往返 票价是多少	O B-airline_name B-flight_number I-flight_number O B-fromloc.city_name O B-toloc.city_name O B-round_trip O B-round_trip O	atis_airfare
66	我想要 四月 二十号 从 丹佛 到 匹兹堡 的 全美航空 1039 次 航班的票价	O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-airline_name B-flight_number I-flight_number O	atis_airfare
67	从 丹佛 到 亚特兰大 单程 最低 票价是多少	O B-fromloc.city_name O B-toloc.city_name B-round_trip B-cost_relative O	atis_airfare
68	我想看看从 丹佛 到 费城 的 经济舱 票价	O B-fromloc.city_name O B-toloc.city_name O B-economy O	atis_airfare
69	从 巴尔的摩 到 费城 的 往返 航班票价 低 于 1000 美元	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O B-cost_relative O B-fare_amount I-fare_amount	atis_airfare
70	显示在 费城 和 旧金山 之间 单程 低 于 200 美元 的所有票价	O B-fromloc.city_name O B-toloc.city_name O B-round_trip B-cost_relative O B-fare_amount I-fare_amount O	atis_airfare
71	显示 周二 从 丹佛 飞往 达拉斯 的票价	O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
72	从 达拉斯 飞往 巴尔的摩 最便宜 的 往返 票价是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
73	从 印第安阿波利斯 飞往 孟菲斯 的 头等舱 往返 机票	O B-fromloc.city_name O B-toloc.city_name O B-class_type B-round_trip O	atis_airfare
74	从 丹佛 到 旧金山 的 ua 297 次 航班多少钱	O B-fromloc.city_name O B-toloc.city_name O B-airline_code B-flight_number I-flight_number O	atis_airfare
75	达美航空 从 亚特兰大 到 达拉斯沃思堡 的航班票价是多少	B-airline_name O B-fromloc.city_name O B-toloc.airport_code O	atis_airfare
76	再给一下从 巴尔的摩 到 达拉斯 的 头等舱 票价	O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
77	显示从 达拉斯 到 旧金山 的票价	O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
78	显示 七月 二十九日 从 巴尔的摩 到 达拉斯 所有航班的票价	O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
79	美国航空 从 达拉斯 到 巴尔的摩 的航班票价是多少	B-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
80	在 波士顿 和 奥克兰 之间 最便宜 的 单程 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O B-round_trip O	atis_airfare
81	全美航空 3724 从 巴尔的摩 到 费城 要多少钱	B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
82	请显示从 丹佛 到 旧金山 的票价	O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
83	显示从 纽约 到 迈阿密 的 往返 票价	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
84	在 匹兹堡 和 丹佛 之间 最低 单程 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative B-round_trip O	atis_airfare
85	从 达拉斯 到 丹佛 最低 的 往返 经济舱 机票价格是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip B-class_type O	atis_airfare
86	我想查找从 波士顿 到 奥克兰 最低 的 单程 票价	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
87	十一月 七日 从 匹兹堡 到 费城 的 单程 票价是多少	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
88	从 华盛顿 到 波士顿 的票价是多少	O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
89	从 波士顿 到 旧金山 的 头等舱 往返 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-class_type B-round_trip O	atis_airfare
90	请显示乘坐 ua 201 从 波士顿 到 丹佛 以及乘坐 ua 343 从 波士顿 到 丹佛 的票价	O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
91	从 亚特兰大 到 丹佛 的 头等舱 往返 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-class_type B-round_trip O	atis_airfare
92	周四 从 波士顿 到 匹兹堡 头等舱 票价是多少	B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-class_type O	atis_airfare
93	请告诉我 五月 七日 从 亚特兰大 到 丹佛 的 最低 票价	O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
94	从 丹佛 到 匹兹堡 的 最低 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
95	在 亚特兰大 和 达拉斯 之间 最贵 的 头等舱 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O B-class_type O	atis_airfare
96	仅限工作日 从 丹佛 到 波士顿 的 经济舱 票价	B-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
97	显示 周二 从 纽约 到 迈阿密 的所有 最便宜 的票价	O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
98	从 巴尔的摩 飞往 达拉斯 任意舱等票价 最便宜 的航班是哪一班	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
99	好的，我只想知道从 亚特兰大 到 波士顿 的 最便宜 的票价	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
100	显示从 达拉斯 到 旧金山 的 达美航空 航班的票价	O B-fromloc.city_name O B-toloc.city_name O B-airline_name O	atis_airfare
101	乘坐 美国航空 从 费城 直飞 旧金山 的机票价格是多少	O B-airline_name O B-fromloc.city_name B-flight_stop B-toloc.city_name O	atis_airfare
102	我想知道 八月 二十七日 乘坐 747 从 巴尔的摩 到 旧金山 的机票价格	O B-depart_date.month_name B-depart_date.day_number O B-aircraft_code O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
103	我想查看从 巴尔的摩 到 费城 的所有 经济舱 票价	O B-fromloc.city_name O B-toloc.city_name O B-economy O	atis_airfare
104	乘坐 达美航空 航班 217 从 达拉斯 到 旧金山 的票价是多少	O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
105	波士顿 和 巴尔的摩 之间 最便宜 的机票是多少	B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
106	从 巴尔的摩 飞往 达拉斯 的 头等舱 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
107	七月 一日 从 波士顿 到 达拉斯 从 达拉斯 到 奥克兰 往返 机票是多少	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name B-round_trip O	atis_airfare
108	显示 旧金山 和 华盛顿 特区 之间的 往返 机票价格	O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-round_trip O	atis_airfare
109	九月 三十日 从 巴尔的摩 到 旧金山 的 最便宜 的机票价格是多少	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
110	波士顿 和 旧金山 之间 最低 的 联合航空 的票价是多少	B-fromloc.city_name O B-toloc.city_name O B-cost_relative O B-airline_name O	atis_airfare
111	显示从 旧金山 飞往 盐湖城 的 最便宜 的 往返 票价	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O B-round_trip O	atis_airfare
112	周二 下午 从 夏洛特 到 纽瓦克 的 经济舱 票价是多少	B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
113	显示从 巴尔的摩 到 达拉斯 的航班票价	O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
114	请查找从 波士顿 到 旧金山 的 最便宜 的票价	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
115	告诉我乘坐 全美航空 从 克利夫兰 到 迈阿密 最便宜 的 头等舱 往返 机票价格	O B-airline_name O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-class_type B-round_trip O	atis_airfare
116	亚特兰大 和 波士顿 之间 最便宜 的机票是多少	B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
117	找出从 匹兹堡 到 旧金山 最便宜 的 单程 票价	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
118	从 亚特兰大 到 匹兹堡 的 最低 往返 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative B-round_trip O	atis_airfare
119	你好我可以买到一班从 密尔沃基 到 奥兰多 的 单程 票吗	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
120	从 巴尔的摩 到 费城 的 往返 票价在 1000 美元 以下	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O B-fare_amount I-fare_amount B-cost_relative	atis_airfare
121	dl 296 从 丹佛 到 费城 要多少钱	B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
122	从 费城 到 旧金山 我能得到的 最便宜 的票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
123	从 费城 到 匹兹堡 的 商务舱 单程 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-class_type B-round_trip O	atis_airfare
124	乘坐 大陆航空 271 从 达拉斯 到 旧金山 的票价是多少	O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
125	从 匹兹堡 到 亚特兰大 最便宜 的 往返 机票价格是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
126	从 波士顿 到 亚特兰大 的 单程 航班 最便宜 的票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O B-cost_relative O	atis_airfare
127	从 达拉斯 到 丹佛 最便宜 的 达美航空 机票价格是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-airline_name O	atis_airfare
128	提供从 达拉斯 到 巴尔的摩 的 往返 经济舱 机票价格	O B-fromloc.city_name O B-toloc.city_name O B-round_trip B-class_type O	atis_airfare
129	我需要一张 十二月 十七日 联合航空 从 丹佛 到 巴尔的摩 的 头等舱 机票	O B-depart_date.month_name B-depart_date.day_number B-airline_name O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
130	周一 早上 纽约 和 洛杉矶 之间的票价是多少	B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name O B-toloc.city_name O	atis_airfare
131	我想了解从 匹兹堡 到 波士顿 最便宜 的 往返 机票的信息	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
132	我想查找从 波士顿 到 费城 最便宜 的 单程 票价	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
133	从 巴尔的摩 到 费城 低 于 1000 美元 的 往返 票价从 丹佛 到 费城 低 于 1000 美元 的 往返 票价从 匹兹堡 到 费城 低 于 1000 美元 的 往返 票价	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount O B-round_trip O	atis_airfare
134	这些费用是什么	O	atis_airfare
135	从 费城 到 旧金山 的 头等舱 票价是多少	O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
136	从 孟菲斯 到 西雅图 的 最便宜 的票价	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
137	7 点 18 分 从 拉斯维加斯 到 纽约 的 环球航空 航班要多少钱	B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name O B-airline_code O	atis_airfare
138	能否告诉我从 奥克兰机场 到 奥克兰 市中心的票价	O B-fromloc.airport_name O B-toloc.city_name O	atis_airfare
139	从 丹佛 到 费城 的 往返 票价在 1000 美元 以下	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O B-fare_amount I-fare_amount B-cost_relative	atis_airfare
140	从 旧金山 到 圣地亚哥 的 最低 票价	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
141	好吧我们要从 华盛顿 到 丹佛 的 头等舱 机票我想知道 头等舱 机票的价格	O B-fromloc.city_name O B-toloc.city_name O B-class_type O B-class_type O	atis_airfare
142	从 匹兹堡 到 亚特兰大 的 单程 费用是多少	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
143	能否告诉我从 亚特兰大 到 波士顿 最便宜 的票价是多少吗	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O	atis_airfare
144	全美航空 从 波士顿 到 旧金山 的 往返 平价舱 票价是多少	B-airline_name O B-fromloc.city_name O B-toloc.city_name O B-round_trip B-class_type O	atis_airfare
145	从 丹佛 到 亚特兰大 的航班票价是多少	O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
146	显示从 巴尔的摩 到 达拉斯 最贵 的 单程 头等舱 票价	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip B-class_type O	atis_airfare
147	我想要一张从 科罗拉多州 丹佛 到 佐治亚州 亚特兰大 并经停 匹兹堡 的机票	O B-fromloc.state_name B-fromloc.city_name O B-toloc.state_name B-toloc.city_name O B-stoploc.city_name O	atis_airfare
148	显示 周日 从 迈阿密 到 纽约 最便宜 的票价	O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-cost_relative O	atis_airfare
149	能否列出从 奥兰多 到 堪萨斯城 最便宜 的 往返 票价	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
150	东方航空 从 亚特兰大 飞往 波士顿 需要多少钱	B-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
151	从 波士顿 到 华盛顿 最便宜 的 单程 票价是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
152	十月 十二日 从 亚特兰大 飞往 丹佛 的 最便宜 单程 票是哪班	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-cost_relative B-round_trip O	atis_airfare
153	我想知道从 亚特兰大 到 旧金山 的 头等舱 座位的价格	O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
154	请告诉我从 达拉斯 到 巴尔的摩 的 头等舱 票价	O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
155	显示从 巴尔的摩 到 达拉斯 的所有 经济舱 价格	O B-fromloc.city_name O B-toloc.city_name O B-economy O	atis_airfare
156	十一月 七日 从 巴尔的摩 到 波士顿 的 单程 票价是多少	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
157	从 波士顿 到 达拉斯 最便宜 的航班票价是多少	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O	atis_airfare
158	我想要一张从 丹佛 到 亚特兰大 的机票我想要 经济舱 或 最便宜 的机票	O B-fromloc.city_name O B-toloc.city_name O B-class_type O B-cost_relative O	atis_airfare
159	达美航空 从 达拉斯 到 巴尔的摩 的航班票价是多少	B-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
160	我想要一张从 洛杉矶 到 华盛顿州 塔科马 的 往返 机票	O B-fromloc.city_name O B-toloc.state_name B-toloc.city_name O B-round_trip O	atis_airfare
161	显示从 塔科马 到 蒙特利尔 的所有 单程 票价	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
162	请列出 下 周日 从 费城 到 丹佛机场 的所有航班价格	O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.airport_name O	atis_airfare
163	你好我想要一张到 达拉斯 的 往返 机票	O B-toloc.city_name O B-round_trip O	atis_airfare
164	我想要知道从 丹佛 到 巴尔的摩 联合航空 头等舱 机票的价格	O B-fromloc.city_name O B-toloc.city_name B-airline_name B-class_type O	atis_airfare
165	好吧我想要了解从 波士顿 到 丹佛 最便宜 的 单程 票价	O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
166	全美航空 从 克利夫兰 到 迈阿密 的 头等舱 往返 机票多少钱	B-airline_name O B-fromloc.city_name O B-toloc.city_name O B-class_type B-round_trip O	atis_airfare
167	从 印第安纳波利斯 到 西雅图 的 最便宜 的票价	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
168	从 波士顿 到 达拉斯 七月 一日 出发的 商务舱 机票价格是多少	O B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number O B-class_type O	atis_airfare
169	列出从 菲尼克斯 到 华盛顿 所有 往返 机票的价格	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
170	告诉我从 圣地亚哥 到 迈阿密 的 最便宜 的 单程 票价	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O B-round_trip O	atis_airfare
171	从 奥兰多 到 塔科马 的 最便宜 机票	O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_airfare
172	显示从 匹兹堡 到 费城 的 往返 票价	O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
173	列出 中途航空 从 波士顿 到 费城 的航班票价	O B-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
174	八月 二十日 周二 从 匹兹堡 到 亚特兰大 最便宜 的 单程 的票价是多少	B-depart_date.month_name B-depart_date.day_number B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-round_trip O	atis_airfare
