id	utterance	slot_labels	intent
75	Quels sont les tarifs pour des vols entre Atlanta et DFW proposés par Delta Airlines	O O O O O O O O B-fromloc.city_name O B-toloc.airport_code O O B-airline_name I-airline_name	atis_airfare
76	Me montrer une fois de plus les tarifs en première classe de Baltimore à Dallas .	O O O O O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
77	Me montrer le tarif de Dallas à San Francisco .	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare
78	Montrer les prix pour tous les vols de Baltimore à Dallas le vingt-neuf juillet .	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name O	atis_airfare
79	Combien cela coûte-t-il de voler sur American de Dallas à Baltimore	O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare
80	Quel est le tarif aller simple le moins cher entre Boston et Oakland	O O O O B-round_trip I-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare
81	Le 3724 d’ US de Baltimore à Philadelphie , quel est le tarif	O B-flight_number O B-airline_code O B-fromloc.city_name O B-toloc.city_name O O O O O	atis_airfare
82	S’il vous plaît me montrer des tarifs de Denver à San Francisco .	O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare
83	Me montrer des tarifs aller-retour de New York à Miami .	O O O O B-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O	atis_airfare
84	Quel est le tarif aller simple le moins cher entre Pittsburgh et Denver	O O O O B-round_trip I-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare
85	Quel est le tarif en classe économique le moins cher de Dallas à Denver en aller-retour	O O O O O B-class_type I-class_type B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-round_trip	atis_airfare
86	J’aimerais trouver le tarif aller simple le moins cher de Boston à Oakland .	O O O O B-round_trip I-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
87	Quel est le tarif le sept novembre pour un aller simple de Pittsburgh à Philadelphie	O O O O O B-depart_date.day_number B-depart_date.month_name O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare
88	Quel est le tarif de Washington à Boston	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
89	Combien coûte un billet en première classe de Boston à San Francisco en aller-retour	O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip	atis_airfare
90	S’il vous plaît me montrer le coût du vol 201 d’ UA de Boston à Denver et du vol 343 d’ UA de Boston à Denver .	O O O O O O O O O B-flight_number O B-airline_code O B-fromloc.city_name O B-toloc.city_name O O O B-flight_number O B-airline_code O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
91	Quel est le tarif en première classe pour un aller-retour d’ Atlanta à Denver	O O O O O B-class_type I-class_type O O B-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare
92	Quels sont les tarifs en première classe de Boston à Pittsburgh jeudi	O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name	atis_airfare
93	Me donner le tarif le plus bas d’ Atlanta à Denver le sept mai s’il vous plaît.	O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name O O O	atis_airfare
94	Quel est le tarif le moins cher de Denver à Pittsburgh	O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare
95	Quels sont les billets en première classe les plus chers entre Atlanta et Dallas	O O O O O B-class_type I-class_type B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare
96	Tarifs en classe économique uniquement en semaine pour Denver à Boston .	O O B-class_type I-class_type B-flight_mod I-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
97	Me montrer tous les tarifs les moins chers de New York à Miami partant mardi .	O O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O	atis_airfare
98	Quel est le tarif le moins cher de Baltimore à Dallas dans n’importe quelle classe	O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O O O	atis_airfare
99	D’accord, je veux juste savoir le tarif le moins cher d’ Atlanta à Boston .	O O O O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
100	Me montrer les tarifs pour des vols Delta de Dallas à San Francisco .	O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare
101	Combien cela coûte-t-il de voler directement de Philadelphie à San Francisco sur American Airlines	O O O O O B-flight_stop O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name	atis_airfare
102	Je cherche à obtenir un billet d’avion de Baltimore à San Francisco sur un 747 partant le vingt-sept août .	O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-aircraft_code O O B-depart_date.day_number B-depart_date.month_name O	atis_airfare
103	J’aimerais voir tous les tarifs en classe économique de Baltimore à Philadelphie .	O O O O O O B-economy I-economy O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
104	Quel est le tarif du vol 217 de Delta de Dallas à San Francisco	O O O O O O B-flight_number O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
105	Quel est le billet d’avion le moins cher entre Boston et Baltimore	O O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare
106	Quel est le tarif en première classe de Baltimore à Dallas	O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name	atis_airfare
107	Quel est le coût d’un billet aller-retour de Boston à Dallas , de Dallas à Oakland partant le premier juillet	O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number B-depart_date.month_name	atis_airfare
108	Me montrer les tarifs aller-retour entre San Francisco et Washington DC .	O O O O B-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code O	atis_airfare
109	Quel est le tarif le moins cher de Baltimore à San Francisco partant le trente septembre	O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_number B-depart_date.month_name	atis_airfare
110	Quel est le tarif le plus bas qu’ United facture entre Boston et San Francisco	O O O O B-cost_relative I-cost_relative I-cost_relative O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
111	Me montrer les tarifs aller-retour les moins chers de San Francisco à Salt Lake City .	O O O O B-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O	atis_airfare
112	Quels sont les tarifs en classe économique pour des vols de Charlotte à Newark mardi après-midi	O O O O O B-class_type I-class_type O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day	atis_airfare
113	Me montrer les billets d’avion pour les vols de Baltimore à Dallas .	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
114	S’il vous plaît trouver le tarif le moins cher de Boston à San Francisco .	O O O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare
115	Me donner le billet aller-retour le moins cher en première classe sur US Air de Cleveland à Miami .	O O O O B-round_trip B-cost_relative I-cost_relative I-cost_relative O B-class_type I-class_type O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
116	Quel est votre tarif le moins cher entre Atlanta et Boston	O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare
117	Trouver le tarif aller simple le moins cher de Pittsburgh à San Francisco .	O O O B-round_trip I-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare
118	Quel est le tarif aller-retour le plus bas d’ Atlanta à Pittsburgh	O O O O B-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare
119	Bonjour, pourrais-je obtenir un billet aller simple de Milwaukee à Orlando	O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare
120	Tarifs aller-retour de Baltimore à Philadelphie inférieurs à 1 000 dollars .	O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount I-fare_amount O	atis_airfare
121	Le 296 de DL de Denver à Philadelphie , quel est le tarif	O B-flight_number O B-airline_code O B-fromloc.city_name O B-toloc.city_name O O O O O	atis_airfare
122	Quel est le tarif le moins cher que je peux obtenir entre Philadelphie et San Francisco	O O O O B-cost_relative I-cost_relative I-cost_relative O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
123	Quel est le tarif de Philadelphia à Pittsburgh en classe affaires en aller simple	O O O O O B-fromloc.city_name O B-toloc.city_name O B-class_type I-class_type O B-round_trip I-round_trip	atis_airfare
124	Quel est le tarif du 271 de Continental de Dallas à San Francisco	O O O O O B-flight_number O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
125	Quel est le tarif aller-retour le moins cher de Pittsburgh à Atlanta	O O O O B-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare
126	Quel est le tarif le moins cher pour un vol aller simple de Boston à Atlanta	O O O O B-cost_relative I-cost_relative I-cost_relative O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare
127	Quel est le tarif le moins cher de Dallas à Denver sur Delta	O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-airline_name	atis_airfare
128	Me donner le tarif aller-retour en classe économique de Dallas à Baltimore .	O O O O B-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
129	J’ai besoin d’un billet en première classe sur United Airlines de Denver à Baltimore , prévu pour le dix-sept décembre .	O O O O O B-class_type I-class_type O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_number B-depart_date.month_name O	atis_airfare
130	Quels sont les tarifs entre New York et Los Angeles lundi matin	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day	atis_airfare
131	J’aimerais des informations sur le billet d’avion le moins cher pour un aller-retour de Pittsburgh à Boston .	O O O O O O O B-cost_relative I-cost_relative I-cost_relative O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
132	J’aimerais trouver le tarif aller simple le moins cher de Boston à Philadelphie .	O O O O B-round_trip I-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
133	Tarifs aller-retour de Baltimore à Philadelphie inférieurs à 1 000 dollars tarifs aller-retour de Denver à Philadelphie inférieurs à 1 000 dollars tarifs aller-retour de Pittsburgh à Philadelphie inférieurs à 1 000 dollars	O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount I-fare_amount O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount I-fare_amount O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount I-fare_amount	atis_airfare
134	Qu’est-ce que ceux-ci coûtent	O O O O	atis_airfare
135	Quel est le coût d’un billet en première classe de Philadelphie à San Francisco	O O O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
136	Tarif le moins cher de Memphis à Seattle .	O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
137	Combien coûte le vol de 7 heures 18 du matin de Las Vegas à New York sur TWA	O O O O O B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code	atis_airfare
138	Avez-vous le tarif pour voyager de l’ aéroport d’Oakland au centre-ville d’ Oakland	O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O B-toloc.city_name	atis_airfare
139	Tarifs aller-retour de Denver à Philadelphie inférieurs à 1 000 dollars .	O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount I-fare_amount O	atis_airfare
140	Tarif le plus bas de San Francisco à San Diego .	O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare
141	D’accord, nous allons de Washington à Denver , billet en première classe . J’aimerais connaître le coût d’un billet en première classe .	O O O O B-fromloc.city_name O B-toloc.city_name O O O B-class_type I-class_type O O O O O O O O B-class_type I-class_type O	atis_airfare
142	Quel est le coût d’un voyage aller simple de Pittsburgh to Atlanta	O O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare
143	Pourriez-vous me dire le tarif le moins cher d’ Atlanta à Boston	O O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name	atis_airfare
144	Quel est le tarif aller-retour économique sur US Air de Boston à San Francisco	O O O O B-round_trip B-class_type O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
145	Quel est le tarif pour des vols de Denver à Atlanta	O O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
