id	utterance	slot_labels	intent
32	ノースウェスト航空 で 午前 7 時 20 分 に出発する ニューヨーク 発 ミルウォーキー 行きのすべてのフライトを教えて	B-airline_name O B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name O	atis_flight
33	ニューヨーク 発 マイアミ 行きの飛行機	B-fromloc.city_name O B-toloc.city_name O	atis_flight
34	デルタ で フィラデルフィア 発 サンフランシスコ 行きのフライトを探して、フライト番号を教えてくれる	B-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
35	ダラス 発 サンフランシスコ 行きの飛行機が必要	B-fromloc.city_name O B-toloc.city_name O	atis_flight
36	ピッツバーグ 発 フィラデルフィア 行きの運賃とフライト	B-fromloc.city_name O B-toloc.city_name O	atis_airfare
37	ファーストクラス 便がある航空会社を教えて	B-class_type O	atis_airline
38	日曜日 夕方 の セントルイス 発 バーバンク 行きの飛行機	B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight
39	ピッツバーグ 発 アトランタ 行きの飛行機を手配したい	B-fromloc.city_name O B-toloc.city_name O	atis_flight
40	金曜日 午後 6 時 から 午後 8 時 までの ボルチモア 発 サンフランシスコ 行きのフライトを教えて	B-depart_date.day_name B-depart_time.start_time I-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time I-depart_time.end_time O B-fromloc.city_name O B-toloc.city_name O	atis_flight
41	オーランド空港 から オーランド までの距離	B-fromloc.airport_name O B-toloc.city_name O	atis_distance
42	十二月 二十七日 と 二十八日 の インディアナポリス と フロリダ の オーランド 間の 往復 便をリストアップしたい	B-depart_date.month_name B-depart_date.day_number O B-depart_date.day_number O B-fromloc.city_name O B-toloc.state_name O B-toloc.city_name O B-round_trip O	atis_flight
43	アトランタ への到着便が 一番多い 航空会社はどれ	B-toloc.city_name O B-mod O	atis_airline
44	ニューヨーク 発 ミルウォーキー 経由で ロサンゼルス に飛ぶ航空会社は何	B-fromloc.city_name O B-stoploc.city_name O B-toloc.city_name O	atis_airline
45	ピッツバーグ 発 デンバー 行き	B-fromloc.city_name O B-toloc.city_name O	atis_flight
46	アトランタ に運航する航空会社はどれ	B-city_name O	atis_airline
47	ダラス の空港アクセスについての情報を教えて	B-city_name O	atis_ground_service
48	運賃コード H とは何	O B-fare_basis_code O	atis_abbreviation
49	ボストン から ダラスフォートワース 行きの 正午 より前 に到着するすべての直行便と乗り継ぎ便を教えて	B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time B-arrive_time.time_relative O	atis_flight
50	今日 の 夕方 に出発する シャーロット 発 ニューアーク 行きの飛行機が必要	B-depart_date.today_relative O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight
51	七月 七日 に サンフランシスコ を出発して ピッツバーグ に向かう飛行機の 出発時刻	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-flight_time	atis_flight_time
52	ニューアーク 発 クリーブランド 行きのフライト	B-fromloc.city_name O B-toloc.city_name O	atis_flight
53	次 の 火曜日 6 時 以降 に ボストン から ピッツバーグ に行くフライトは何	B-depart_date.date_relative O B-depart_date.day_name B-depart_time.time I-depart_time.time B-depart_time.time_relative O B-fromloc.city_name O B-toloc.city_name O	atis_flight
54	ピッツバーグ での リムジン 使用料はいくら	B-city_name O B-transport_type O	atis_ground_fare
55	US エアー に アトランタ 発 デンバー 行きの飛行機はある	B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
56	予約クラス C とは	O B-fare_basis_code O	atis_abbreviation
57	ボストン と サンフランシスコ 間の 最短 のフライトを知りたい	B-fromloc.city_name O B-toloc.city_name O B-flight_mod O	atis_flight
58	月曜日 の 午後 12 時 以降 に サンフランシスコ を出発して ピッツバーグ に向かう飛行機の情報を知りたい	B-depart_date.day_name O B-depart_time.time I-depart_time.time I-depart_time.time B-depart_time.time_relative O B-fromloc.city_name O B-toloc.city_name O	atis_flight
59	デンバー 発 アトランタ 行きの 一番安い 飛行機は何	B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_flight
60	火曜日 の 夕方 に ダラス を出発して アトランタ に戻る飛行機についての情報が必要	B-depart_date.day_name O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight
61	五月 七日 に到着する デンバー 発 ボルチモア 行きの ユナイテッド航空 の ファーストクラス 便は何	B-arrive_date.month_name B-arrive_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-airline_name O B-class_type O	atis_flight
62	トロント 発 サンディエゴ 行きのフライトがある航空会社を教えてください	B-fromloc.city_name O B-toloc.city_name O	atis_airline
63	バーバンク から ワシントン の タコマ 行きのフライトは何	B-fromloc.city_name O B-toloc.state_name O B-toloc.city_name O	atis_flight
64	フィラデルフィア空港 から市内までの空港アクセスは何	B-fromloc.airport_name O	atis_ground_service
65	今日 ファーストクラス 便がある航空会社はどれ	B-depart_date.today_relative B-class_type O	atis_airline
66	サンフランシスコ 発 アトランタ 行きで 機内食 付きの 一番遅い 便を検索	B-fromloc.city_name O B-toloc.city_name O B-meal O B-flight_mod O	atis_flight
67	次 の 日曜日 に フィラデルフィア から デンバー に飛ぶ便の予約をしたい	B-depart_date.date_relative O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
68	ボルチモア にある空港の一覧を出して	B-city_name O	atis_airport
69	水曜日 の ボストン 発 デンバー 行きの飛行機を教えて	B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
70	ボストン 発 ボルチモア 行きの飛行機を教えて	B-fromloc.city_name O B-toloc.city_name O	atis_flight
71	運賃コード Q とは何	O B-fare_basis_code O	atis_abbreviation
72	サンフランシスコ 発 ワシントン DC 行きのフライトを教えてくれる	B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O	atis_flight
73	デンバー 発 ピッツバーグ 行きの情報が必要	B-fromloc.city_name O B-toloc.city_name O	atis_flight
74	シアトル から ソルトレイクシティ 行き	B-fromloc.city_name O B-toloc.city_name O	atis_flight
75	ボストン 発 BWI 行きの 軽食 が出る 一番早い フライトは何	B-fromloc.city_name O B-toloc.airport_code O B-meal_description O B-flight_mod O	atis_flight
76	デルタ が使用する航空機の種類は何	B-airline_name O	atis_aircraft
77	四月 二十五日 に出発して 五月 六日 に戻る ピッツバーグ 発 アトランタ 行きの 往復 の飛行機の値段は	B-depart_date.month_name B-depart_date.day_number O B-return_date.month_name B-return_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_airfare
78	八月 九日 に デンバー を出発して ボストン に戻る飛行機を教えて	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O	atis_flight
79	ジェネラルミッチェルインターナショナル に乗り入れるすべてのフライトをリストアップして	B-fromloc.airport_name O	atis_flight
80	月曜日 、 火曜日 、 水曜日 、 木曜日 、 金曜日 に デンバー を出発する サンフランシスコ 行きの飛行機は何	B-depart_date.day_name O B-depart_date.day_name O B-depart_date.day_name O B-depart_date.day_name O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
81	インディアナポリス 発 シアトル 行きのすべてのフライトをリストアップして	B-fromloc.city_name O B-toloc.city_name O	atis_flight
82	機内食 、 オークランド から フィラデルフィア 、 土曜日	B-meal O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	atis_flight
83	TWA で アトランタ から 午前 中に出発するフライトを教えて	B-airline_code O B-fromloc.city_name O B-depart_time.period_of_day O	atis_flight
84	ボルチモア 発 ボストン 行きの 機内食 が出る 最初 のフライトを探して欲しい	B-fromloc.city_name O B-toloc.city_name O B-meal O B-flight_mod O	atis_flight
85	すべての航空会社の中で アトランタ への到着便が 一番多い 航空会社	O B-toloc.city_name O B-mod O	atis_airline
86	七月 二十九日 の ボルチモア 発 ボストン 行きのすべてのフライトを表示	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O	atis_flight
87	アトランタ 発 ボルチモア 行きの 朝 早い 最初 の便で飛びたい	B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_time.period_mod B-flight_mod O	atis_flight
88	4 日 の 日曜日 サンノゼ 発 ヒューストン 行きのフライトが今必要	B-depart_date.day_number I-depart_date.day_number O B-depart_date.day_name B-fromloc.city_name O B-toloc.city_name O	atis_flight
89	サンフランシスコ と ボストン 間で 午後 6 時 以降 に利用可能なフライトは何	B-fromloc.city_name O B-toloc.city_name O B-depart_time.time I-depart_time.time I-depart_time.time B-depart_time.time_relative O	atis_flight
90	金曜日 の 午後 8 時 までに ボルチモア を出て サンフランシスコ に到着するのは何便	B-depart_date.day_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time B-arrive_time.time_relative B-fromloc.city_name O B-toloc.city_name O	atis_flight
91	ボストン 発 サンフランシスコ 行きの飛行機を教えて	B-fromloc.city_name O B-toloc.city_name O	atis_flight
92	ボストン から フィラデルフィア までの デルタ航空 のフライトをリストアップして	B-fromloc.city_name O B-toloc.city_name O B-airline_name O	atis_flight
93	ダラス 発 サンフランシスコ 行きの運賃を教えて	B-fromloc.city_name O B-toloc.city_name O	atis_airfare
94	午後 4 時 以降 に到着する ボストン と ワシントン 間の ノンストップ フライトは何	B-arrive_time.time I-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O B-fromloc.city_name O B-toloc.city_name O B-flight_stop O	atis_flight
95	ロサンゼルス国際空港 から ロサンゼルス までの距離は	B-fromloc.airport_name O B-toloc.city_name O	atis_distance
96	サンノゼ の空港アクセス	B-city_name O	atis_ground_service
97	ボストン から アトランタ までの ノンストップ フライトが何本あるか教えてくれる	B-fromloc.city_name O B-toloc.city_name O B-flight_stop O	atis_quantity
98	サンフランシスコ 発 アトランタ 行きの デルタ の 一番早い フライトは 機内食 が提供される	B-fromloc.city_name O B-toloc.city_name O B-airline_name O B-flight_mod O B-meal O	atis_flight
99	カナディアン航空 が飛んでいるのはどこ	B-airline_name O	atis_flight
100	デンバー 発の 午前 8 時 より前 に ピッツバーグ に着く飛行機は何	B-fromloc.city_name O B-arrive_time.period_of_day B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O B-toloc.city_name O	atis_flight
101	ボストン 発 アトランタ 行きの 一番早い フライトを探して	B-fromloc.city_name O B-toloc.city_name O B-flight_mod O	atis_flight
102	ヒューストン 発の 真夜中 より前 に ダラス に到着する ノンストップ フライトをリストアップして	B-fromloc.city_name O B-arrive_time.period_of_day B-arrive_time.time_relative O B-toloc.city_name O B-flight_stop O	atis_flight
103	アトランタ に立ち寄る ボストン 発 サンフランシスコ 行きのフライトを教えて	B-stoploc.city_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
104	サンフランシスコ から フィラデルフィア までの ダラス に立ち寄るフライトを教えて	B-toloc.city_name O B-fromloc.city_name O B-stoploc.city_name O	atis_flight
105	MCO 空港があるのはどの都市	B-fromloc.airport_code O	atis_city
106	タコマ で 車 を借りるといくら	B-city_name O B-transport_type O	atis_ground_fare
107	ボルチモア 発 ダラス 行きの飛行機を教えて	B-fromloc.city_name O B-toloc.city_name O	atis_flight
108	デンバー の空港アクセスのリストを教えて	B-city_name O	atis_ground_service
109	コロンバス 発 フェニックス 行きの シンシナティ に立ち寄る 夕食 が出る飛行機に乗りたい、利用できるのは何	B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name O B-meal_description O	atis_flight
110	サンフランシスコ から ピッツバーグ までの 火曜日 のフライトも教えて	B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O	atis_flight
111	ダラス から オークランド までのフライトを教えて	B-fromloc.city_name O B-toloc.city_name O	atis_flight
112	シャーロット から ロングビーチ までの 最安の フライトを教えて	B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_flight
113	サンフランシスコ 発 ピッツバーグ 行きのすべてのフライトを教えて	B-fromloc.city_name O B-toloc.city_name O	atis_flight
114	ユナイテッド の ボストン 発 サンフランシスコ 行きの デンバー でストップオーバーするフライトを探して	B-airline_name O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name O	atis_flight
115	ラブフィールド からの 最終 便を教えて	B-fromloc.airport_name O B-flight_mod O	atis_flight
116	午後 5 時 以降 に ニューアーク から ボストン に行くフライトは何	B-depart_time.time I-depart_time.time I-depart_time.time B-depart_time.time_relative O B-fromloc.city_name O B-toloc.city_name O	atis_flight
117	ボストン 発 ダラス 行きのすべてのフライトは何	B-fromloc.city_name O B-toloc.city_name O	atis_flight
118	九月 九日 に サンフランシスコ を出発して ボストン に着く 一番早い 飛行機は何	B-arrive_date.month_name B-arrive_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-flight_mod O	atis_flight
119	七月 五日 に ピッツバーグ から アトランタ に飛ぶ 一番早い フライトは何	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-flight_mod O	atis_flight
120	次 の 土曜日 の フィラデルフィア 発 ダラス 行きの利用可能なフライトをリストアップしてくれる	B-depart_date.date_relative O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
121	木曜日 の 午後 5 時 以降 に ピッツバーグ を出発して ロサンゼルス に到着するフライトは何	B-arrive_date.day_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O B-fromloc.city_name O B-toloc.city_name O	atis_flight
122	空港から ボストン までの移動にかかる 時間 は	O B-toloc.city_name O B-time O	atis_ground_service
123	七月 四日 に ピッツバーグ を出発して ボルチモア に到着する 一番小さい 航空機を持っているのはどの航空会社	B-arrive_date.month_name B-arrive_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-mod O	atis_airline
124	カンザスシティ から バーバンク までの 五月 二十二日 土曜日 の アメリカウェスト または サウスウェスト 航空の ノンストップ フライトは何	B-fromloc.city_name O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number B-arrive_date.day_name O B-airline_name B-or B-airline_name O B-flight_stop O	atis_flight
125	アメリカン航空 のサービスのクラスは何	B-airline_name O	atis_flight
126	六月 十一日 金曜日 の セントピーターズバーグ から ミルウォーキー まで、 ミルウォーキー から タコマ までのフライトを探して欲しい、ありがとう	B-depart_date.month_name B-depart_date.day_number B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
127	十一月 十日 ボストン から ワシントン DC までのすべてのフライト	B-depart_date.month_name B-depart_date.day_number B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O	atis_flight
128	デンバー から サンフランシスコ までのフライトは何	B-fromloc.city_name O B-toloc.city_name O	atis_flight
129	サンフランシスコ から アトランタ までの 午前 8 時 のフライトで使用されている航空機の種類は何	B-fromloc.city_name O B-toloc.city_name O B-depart_time.time I-depart_time.time I-depart_time.time O	atis_aircraft
130	デンバー から ピッツバーグ までの 片道 運賃が 329 ドル のフライトはどれ	B-fromloc.city_name O B-toloc.city_name O B-round_trip O B-fare_amount I-fare_amount O	atis_flight
131	金曜日 6 時 以降 に ボルチモア を出発して ボストン に向かうフライトは何	B-depart_date.day_name B-depart_time.time I-depart_time.time B-depart_time.time_relative O B-fromloc.city_name O B-toloc.city_name O	atis_flight
132	オーケー、 ヒューストン から シアトル までの飛行機が必要	O B-fromloc.city_name O B-toloc.city_name O	atis_flight
133	デンバー と ボストン の間のフライトを一覧表示してくれる	B-fromloc.city_name O B-toloc.city_name O	atis_flight
134	午後 12 時 から 2 時 の間に出発する ボストン と ダラス 間の ノンストップ フライトを探して	B-depart_time.period_of_day B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O B-fromloc.city_name O B-toloc.city_name O B-flight_stop O	atis_flight
135	ボストン を出発して アトランタ に行くフライトの情報が欲しい	B-fromloc.city_name O B-toloc.city_name O	atis_flight
136	デンバー から ワシントン DC までの 一番遅い ノンストップ フライトを教えて	B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-flight_mod B-flight_stop O	atis_flight
137	ダラス 発 ボルチモア 行きのフライトは何	B-fromloc.city_name O B-toloc.city_name O	atis_flight
138	三月 二日 ニューヨーク から ラスベガス までの ノンストップ フライトに乗りたい	B-arrive_date.month_name B-arrive_date.day_number B-fromloc.city_name O B-toloc.city_name O B-flight_stop O	atis_flight
139	違う、 デンバー から オークランド まで行きたい	O B-fromloc.city_name O B-toloc.city_name O	atis_flight
140	フィラデルフィア と サンフランシスコ の間の 夜 の運賃をすべて教えて	B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day O	atis_airfare
141	ダラスフォートワース で利用可能な空港アクセスの種類は何	B-city_name O	atis_ground_service
142	十二月 十六日 の オークランド から ダラス までのフライトの エコノミークラス の 片道 運賃を教えてもらえる	B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-economy O B-round_trip O	atis_airfare
143	運賃コード QW とは	O B-fare_basis_code O	atis_abbreviation
144	七月 九日 オーランド から カンザスシティ までの 午後 の飛行機に乗りたい	B-depart_date.month_name B-depart_date.day_number B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day O	atis_flight
145	水曜日 の 夜 、 シャーロット から LA までの エコノミー の運賃は	B-depart_date.day_name O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-class_type O	atis_airfare
146	デンバー で利用可能な空港アクセスはある	B-city_name O	atis_ground_service
147	金曜日 フィラデルフィア から オークランド までのフライトを教えて	B-depart_date.day_name B-fromloc.city_name O B-toloc.city_name O	atis_flight
148	水曜日 の 午前 8 時 までに デンバー に到着する ボストン から デンバー までの利用可能なフライトが知りたい	B-arrive_date.day_name O B-arrive_time.period_of_day B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
149	水曜日 午前 の ピッツバーグ から アトランタ まで利用可能な 最安 料金で飛びたい	B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-cost_relative O	atis_flight
150	フィラデルフィア から サンフランシスコ までの アメリカン航空 のフライトをリストアップして	B-fromloc.city_name O B-toloc.city_name O B-airline_name O	atis_flight
151	日曜日 に メンフィス から ラスベガス までのフライト	B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
152	九月 五日 木曜日 午前 8 時 以降 に出発する アトランタ から ボストン までの 始発 便のフライトは何	B-depart_date.month_name B-depart_date.day_number B-depart_date.day_name B-depart_time.time I-depart_time.time I-depart_time.time B-depart_time.time_relative O B-fromloc.city_name O B-toloc.city_name O B-flight_mod O	atis_flight
153	デンバー から ボストン までの ユナイテッド 便 352 の ファーストクラス 運賃は	B-fromloc.city_name O B-toloc.city_name O B-airline_name O B-flight_number O B-class_type O	atis_airfare
154	土曜日 の 午後 4 時 より前 に到着する フィラデルフィア から ダラス までのフライト	B-arrive_date.day_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O B-fromloc.city_name O B-toloc.city_name O	atis_flight
155	サンディエゴ から フェニックス までの 明日 のフライトをリストアップして	B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative O	atis_flight
156	サンフランシスコ 発 ワシントン DC エリア行きのすべてのフライトを教えて	B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O	atis_flight
157	もちろん、 フィラデルフィア から ダラス に行きたい	O B-fromloc.city_name O B-toloc.city_name O	atis_flight
158	ダラス を出発するすべての ユナイテッド航空 のフライトを教えて	B-fromloc.city_name O B-airline_name O	atis_flight
159	フェニックス と ラスベガス の間のすべてのフライトを一覧表示してもらえる	B-fromloc.city_name O B-toloc.city_name O	atis_flight
160	ボルチモア 発 フィラデルフィア 行きのすべてのフライトを一覧表示して	B-fromloc.city_name O B-toloc.city_name O	atis_flight
161	コーチ 、 エコノミー 運賃の ミネアポリス から サンディエゴ までの 往復 の飛行機	B-class_type O B-economy O B-fromloc.city_name O B-toloc.city_name O B-round_trip O	atis_flight
162	ボストン から デンバー まで飛びたい、ストップオーバーなしで、 午後 の間のみで飛びたい	B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day O	atis_flight
163	午前 10 時 から 午後 2 時 の間の デンバー から ボルチモア までのフライト	B-depart_time.start_time I-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time I-depart_time.end_time O B-fromloc.city_name O B-toloc.city_name O	atis_flight
164	デンバー 発 アトランタ 行きの飛行機を教えて	B-fromloc.city_name O B-toloc.city_name O	atis_flight
165	デルタ の ボストン 発 ダラス 行きがあるフライトは何	B-airline_name O B-fromloc.city_name O B-toloc.city_name O	atis_flight
166	シアトル で提供されている空港アクセスの種類は何	B-city_name O	atis_ground_service
167	ワシントン を出発して サンフランシスコ に向かう 一番遅い フライト	B-fromloc.city_name O B-toloc.city_name O B-flight_mod O	atis_flight
168	アトランタ を 午前 に出発する アトランタ から ボルチモア までの利用可能なフライトを教えて	B-fromloc.city_name O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight
169	往復 運賃、 ニューヨーク から サンノゼ	B-round_trip O B-fromloc.city_name O B-toloc.city_name	atis_airfare
170	アメリカン航空 が運航するのはどのフライト	B-airline_name O	atis_flight
171	ピッツバーグ空港 から ピッツバーグ 市内に行くには	B-fromloc.airport_name O B-toloc.city_name O	atis_flight
172	ミッドウェスト エクスプレスは シャーロット に運行している	B-airline_name O B-city_name O	atis_flight
173	アメリカン航空 の 金曜日 夕方 に ヒューストン から ミルウォーキー までは何のフライト	B-airline_name O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight
174	八月 十九日 月曜日 サンフランシスコ から ダラス に行く 一番早い フライトは何	B-depart_date.month_name B-depart_date.day_number B-depart_date.day_name B-fromloc.city_name O B-toloc.city_name O B-flight_mod O	atis_flight
175	火曜日 の 午後 2 時 30 分 ごろ に到着する アトランタ 発 セントルイス 行きの飛行機は何	B-depart_date.day_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O B-fromloc.city_name O B-toloc.city_name O	atis_flight
176	水曜日 に出発して シカゴ に 午後 7 時 ごろ に到着する カンザスシティ から シカゴ までのフライトが必要	B-depart_date.day_name O B-toloc.city_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O B-fromloc.city_name O B-toloc.city_name O	atis_flight
177	木曜日 夕方 に出発する ピッツバーグ から サンフランシスコ までのすべての飛行機の情報が欲しい	B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O	atis_flight
178	ボルチモア から サンフランシスコ までの 安い 飛行機が必要	B-fromloc.city_name O B-toloc.city_name O B-flight_mod O	atis_flight
