id	utterance	slot_labels	intent
37	Preise für Hin- und Rück flüge von Denver nach Philadelphia unter 1.000 Dollar	O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare
38	Wie hoch sind die Preise für Flüge von LA nach Newark , die am Montag morgen abfliegen	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name B-depart_time.period_of_day O	atis_airfare
39	Was kostet ein Ticket erster Klasse von Baltimore nach San Francisco	O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
40	Kannst du mir bitte den Tarif für einen Hin- und Rück flug von Denver nach Atlanta anzeigen	O O O O O O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
41	Wie hoch sind die Kosten für ein Ticket von Denver nach Boston am fünfundzwanzigsten Juli 1991	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name B-depart_date.year	atis_airfare
42	Was ist der Preis für Business Class von Boston nach San Francisco mit TWA	O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code	atis_airfare
43	Zeige mir die günstigsten Tarife von Dallas nach Baltimore	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
44	Günstigster Tarif von Indianapolis nach Seattle	B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
45	Alle Tarife und Flüge von Philadelphia	O O O O O B-fromloc.city_name	atis_airfare
46	Was ist der Tarif für einen Hin- und Rück flug erster Klasse von Dallas nach Denver	O O O O O O B-round_trip I-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name	atis_airfare
47	Preise für Hin- und Rück flüge von Baltimore nach Philadelphia unter 1.000 Dollar	O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare
48	Was ist das günstigste Ticket von Baltimore nach San Francisco am Freitag , den dreißigsten August	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O O B-depart_date.day_number B-depart_date.month_name	atis_airfare
49	Ich möchte ein Ticket von Denver nach Atlanta mit einem Zwischenstopp in Pittsburgh , ist das möglich	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O O O O	atis_airfare
50	Wie hoch ist der Preis für einen Einzel flug am siebten November von Denver nach Oakland	O O O O O O O B-round_trip O O B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare
51	Was ist der günstigste Tarif für einen Einzel flug von Boston nach Pittsburgh	O O O B-cost_relative O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
52	Was ist der günstigste Tarif von San Francisco nach Baltimore	O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_airfare
53	Was ist das günstigste Einzel flug-Ticket von Denver nach Pittsburgh	O O O B-cost_relative B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
54	Zeige mir bitte Tarife für alle Flüge von Atlanta nach Philadelphia am ersten August	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name	atis_airfare
55	Wie hoch sind die Kosten für ein Hin- und Rück flug-Ticket erster Klasse zwischen Oakland und Atlanta	O O O O O O O B-round_trip I-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name	atis_airfare
56	Was ist der Tarif für American Airlines -Flug 928 von Dallas Fort Worth nach Boston	O O O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_airfare
57	Wie viel kostet ein Hin- und Rück flug erster Klasse zwischen Boston und Washington	O O O O B-round_trip I-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name	atis_airfare
58	Flugpreise für Hin- und Rück flüge von Pittsburgh nach Philadelphia unter 1.000 Dollar	O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare
59	Und wie viel kostet es, vom Boston Airport in die Innenstadt zu reisen	O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O O	atis_airfare
60	Zeige mir die Tarife für einen direkten Einzel flug von San Diego nach Miami	O O O O O O B-flight_stop B-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_airfare
61	Was ist der günstigste Einzelflug -Tarif von Atlanta nach Boston	O O O B-cost_relative B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
62	Ich würde gerne den Erste-Klasse -Tarif auf einem Flug von Baltimore nach Denver wissen	O O O O B-class_type O O O O O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
63	Was ist der günstigste Tarif zwischen Boston und San Francisco	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
64	Was ist der niedrigste Tarif von Denver nach Atlanta	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
65	Was ist der Tarif für einen Hin- und Rück flug mit Continental 1291 von Dallas nach San Francisco und zurück	O O O O O O B-round_trip I-round_trip I-round_trip O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip	atis_airfare
66	Ich hätte gerne den Tarif für den Flug US Air 1039 von Denver nach Pittsburgh am zwanzigsten April	O O O O O O O O B-airline_name I-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name	atis_airfare
67	Wie hoch sind die niedrigsten Preise für einen Einzel flug von Denver nach Atlanta	O O O O B-cost_relative O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
68	Ich möchte gerne die Economy -Tarife für Denver nach Philadelphia sehen	O O O O B-economy O O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
69	Flugpreise für Hin- und Rück flüge von Baltimore nach Philadelphia unter 1.000 Dollar	O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare
70	Zeige mir alle Tarife zwischen Philadelphia und San Francisco für weniger als 200 Dollar für Einzel flüge	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-cost_relative O B-fare_amount I-fare_amount O B-round_trip O	atis_airfare
71	Zeige mir Tarife für dienstags von Denver nach Dallas	O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare
72	Was ist der günstigste Tarif für einen Hin- und Rück flug zwischen Dallas und Baltimore	O O O B-cost_relative O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
73	Zeige mir den Flugpreis für Hin- und Rück flüge erster Klasse von Indianapolis nach Memphis	O O O O O B-round_trip I-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name	atis_airfare
74	Was kostet der Flug UA 297 von Denver nach San Francisco	O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
75	Was sind die Tarife für Flüge zwischen Atlanta und DFW , die von Delta Airlines angeboten werden	O O O O O O O B-fromloc.city_name O B-toloc.airport_code O O O B-airline_name I-airline_name O O	atis_airfare
76	Zeige mir noch einmal die Tarife für die erste Klasse von Baltimore nach Dallas	O O O O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name	atis_airfare
77	Zeige mir den Tarif von Dallas nach San Francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
78	Zeige Preise für alle Flüge von Baltimore nach Dallas am neunundzwanzigsten Juli	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name	atis_airfare
79	Wie viel kostet es, mit American von Dallas nach Baltimore zu fliegen	O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O O	atis_airfare
80	Was ist der günstigste Einzel flug-Tarif zwischen Boston und Oakland	O O O B-cost_relative B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
81	US 3724 Baltimore nach Philadelphia , was ist der Tarif	B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O O O	atis_airfare
82	Zeige mir bitte Tarife von Denver nach San Francisco	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
83	Zeige mir Tarife für Hin- und Rück flüge von New York nach Miami	O O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name	atis_airfare
84	Was ist der günstigste Einzel flug-Tarif zwischen Pittsburgh und Denver	O O O B-cost_relative B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
85	Was ist der günstigste Coach -Tarif von Dallas nach Denver Hin- und Rück flug	O O O B-cost_relative B-class_type O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip I-round_trip O	atis_airfare
86	Ich suche den günstigsten Preis für einen Einzel flug von Boston nach Oakland	O O O B-cost_relative O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
87	Wie hoch ist der Preis für einen Einzel flug am siebten November von Pittsburgh nach Philadelphia	O O O O O O O B-round_trip O O B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare
88	Was ist der Tarif von Washington nach Boston	O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
89	Wie viel kostet ein Hin- und Rück flug-Ticket erster Klasse von Boston nach San Francisco	O O O O B-round_trip I-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
90	Zeige mir bitte die Kosten für Flug UA 201 von Boston nach Denver und Flug UA 343 von Boston nach Denver	O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name	atis_airfare
91	Was ist der Tarif für einen Hin- und Rück flug erster Klasse von Atlanta nach Denver	O O O O O O B-round_trip I-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name	atis_airfare
92	Was sind die Tarife für die erste Klasse von Boston nach Pittsburgh am Donnerstag	O O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name	atis_airfare
93	Gib mir bitte den niedrigsten Tarif von Atlanta nach Denver am siebten Mai	O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number B-depart_date.month_name	atis_airfare
94	Was ist der günstigste Tarif von Denver nach Pittsburgh	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
95	Was sind die teuersten Erste-Klasse -Tickets zwischen Atlanta und Dallas	O O O B-cost_relative B-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
96	Coach -Tarife nur an Wochentagen für Denver nach Boston	B-class_type O B-flight_mod I-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name	atis_airfare
97	Zeige mir alle günstigsten Tarife von New York nach Miami , die an einem Dienstag abfliegen	O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_name O	atis_airfare
98	Was ist der günstigste Tarif von Baltimore nach Dallas für eine beliebige Klasse	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O O	atis_airfare
99	OK, ich möchte nur den günstigsten Tarif von Atlanta nach Boston erfahren	O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
100	Zeige mir die Tarife für Delta -Flüge von Dallas nach San Francisco	O O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
101	Wie viel kostet es, mit American Airlines direkt von Philadelphia nach San Francisco zu fliegen	O O O O O B-airline_name I-airline_name B-flight_stop O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O	atis_airfare
102	Ich suche einen Flugpreis von Baltimore nach San Francisco mit einer 747 , die am siebenundzwanzigsten August abhebt	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-aircraft_code O O O B-depart_date.day_number B-depart_date.month_name O	atis_airfare
103	Ich möchte gerne alle Economy -Tarife von Baltimore nach Philadelphia sehen	O O O O B-economy O O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
104	Was sind die Tarife für Delta -Flug 217 von Dallas nach San Francisco	O O O O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
105	Was ist der günstigste Flugtarif zwischen Boston und Baltimore	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
106	Was ist der Erste-Klasse -Tarif von Baltimore nach Dallas	O O O B-class_type O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
107	Was kostet ein Hin- und Rück flug-Ticket von Boston nach Dallas , Dallas nach Oakland mit Abflug am ersten Juli	O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_number B-depart_date.month_name	atis_airfare
108	Zeige mir die Tarife für einen Hin- und Rück flug zwischen San Francisco und Washington DC	O O O O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code	atis_airfare
109	Was ist der günstigste Tarif von Baltimore nach San Francisco mit Abflug am dreißigsten September	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_date.day_number B-depart_date.month_name	atis_airfare
110	Was ist der niedrigste Tarif, den United zwischen Boston und San Francisco berechnet	O O O B-cost_relative O O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O	atis_airfare
111	Zeige mir die günstigsten Tarife für Hin- und Rück flug von San Francisco nach Salt Lake City	O O O B-cost_relative O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name	atis_airfare
112	Was sind die Coach -Tarife für Flüge von Charlotte nach Newark am Dienstag nachmittag	O O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	atis_airfare
113	Zeige mir die Flugpreise für die Flüge von Baltimore nach Dallas	O O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
114	Suche bitte den günstigsten Tarif von Boston nach San Francisco	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
115	Gib mir das günstigste Hin- und Rück flug-Ticket erster Klasse mit US Air von Cleveland nach Miami	O O O B-cost_relative B-round_trip I-round_trip I-round_trip O B-class_type I-class_type O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name	atis_airfare
116	Was ist dein günstigster Tarif zwischen Atlanta und Boston	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
117	Suche den günstigsten Tarif für einen Einzel flug von Pittsburgh nach San Francisco	O O B-cost_relative O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
118	Wie hoch ist der niedrigste Preis für einen Hin- und Rück flug von Atlanta nach Pittsburgh	O O O O B-cost_relative O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
119	Hallo, kann ich ein Einzel flug-Ticket von Milwaukee nach Orlando bekommen	O O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
120	Preise für Hin- und Rück flüge von Baltimore nach Philadelphia unter 1.000 Dollar	O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare
121	DL 296 Denver nach Philadelphia , was ist der Tarif	B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O O O	atis_airfare
122	Was ist der günstigste Tarif, den ich zwischen Philadelphia und San Francisco bekommen kann	O O O B-cost_relative O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O	atis_airfare
123	Wie hoch ist der Preis von Philadelphia nach Pittsburgh Business Class Einzel flug	O O O O O O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type B-round_trip O	atis_airfare
124	Was ist der Tarif für Continental 271 von Dallas nach San Francisco	O O O O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
125	Welcher ist der günstigste Tarif für Hin- und Rück flug von Pittsburgh nach Atlanta	O O O B-cost_relative O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
126	Was ist der günstigste Tarif für einen Einzel flug von Boston nach Atlanta	O O O B-cost_relative O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
127	Wie ist der günstigste Preis von Dallas nach Denver mit Delta	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-airline_name	atis_airfare
128	Zeige mir den Coach -Tarif für Hin- und Rück flüge von Dallas nach Baltimore	O O O B-class_type O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
129	Ich brauche ein Erste-Klasse -Ticket mit United Airlines von Denver nach Baltimore , geplant für den siebzehnten Dezember	O O O B-class_type O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_number B-depart_date.month_name	atis_airfare
130	Was sind die Tarife zwischen New York und LA am Montag morgen	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day	atis_airfare
131	Ich hätte gerne Informationen über den günstigsten Flugtarif für einen Hin- und Rück flug von Pittsburgh nach Boston	O O O O O O B-cost_relative O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
132	Ich suche den günstigsten Preis für einen Einzel flug von Boston nach Philadelphia	O O O B-cost_relative O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
133	Tarife für Hin- und Rück flug von Baltimore nach Philadelphia unter 1.000 Dollar , Tarife für Hin- und Rück flug von Denver nach Philadelphia unter 1.000 Dollar , Tarife für Hin- und Rück flug von Pittsburgh nach Philadelphia unter 1.000 Dollar	O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount O O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare
134	Was kosten diese	O O O	atis_airfare
135	Wie viel kostet ein Erste-Klasse -Tarif von Philadelphia nach San Francisco	O O O O B-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
136	Günstigster Tarif von Memphis nach Seattle	B-cost_relative O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
137	Wie viel kostet der Flug um 7:18 Uhr von Las Vegas nach New York mit TWA	O O O O O O B-depart_time.time I-depart_time.time O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code	atis_airfare
138	Hast du den Tarif für eine Reise vom Oakland Airport zur Innenstadt von Oakland	O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O B-toloc.city_name	atis_airfare
139	Preise für Hin- und Rück flüge von Denver nach Philadelphia unter 1.000 Dollar	O O B-round_trip I-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount	atis_airfare
140	Günstigster Tarif von San Francisco nach San Diego	B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
141	OK, wir fliegen von Washington nach Denver erster Klasse , ich möchte die Kosten für ein Erste-Klasse -Ticket wissen	O O O O B-fromloc.city_name O B-toloc.city_name B-class_type I-class_type O O O O O O O B-class_type O O	atis_airfare
142	Was kostet ein Einzel flug von Pittsburgh nach Atlanta	O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
143	Kannst du mir bitte den günstigsten Tarif von Atlanta nach Boston sagen	O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O	atis_airfare
144	Was ist der Sparpreis für einen Hin- und Rück flug mit US Air von Boston nach San Francisco	O O O B-class_type O O B-round_trip I-round_trip I-round_trip O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare
145	Was ist der Tarif für Flüge von Denver nach Atlanta	O O O O O O O B-fromloc.city_name O B-toloc.city_name	atis_airfare
